,Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2
10852,"market for electricity, high voltage",KW,ME, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10853,"market for electricity, high voltage",KW,ME, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10854,"market for electricity, high voltage",KW,ME, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10855,"market for electricity, high voltage",KW,ME, 93 , slanted-roof , single-Si, panel, mounted, on roof
10856,"market for electricity, high voltage",TG,WAF, 156 , flat-roof , multi-Si, on roof,,
10857,"market for electricity, high voltage",TG,WAF, 156 , flat-roof , single-Si, on roof,,
10858,"market for electricity, high voltage",TG,WAF, 570 , open ground , CIS, on open ground,,
10859,"market for electricity, high voltage",TG,WAF, 570 , open ground , CdTe, on open ground,,
10860,"market for electricity, high voltage",TG,WAF, 570 , open ground , micro-Si, on open ground,,
10861,"market for electricity, high voltage",TG,WAF, 570 , open ground , multi-Si, on open ground,,
10862,"market for electricity, high voltage",TG,WAF, 570 , open ground , single-Si, on open ground,,
10863,"market for electricity, high voltage",TG,WAF, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10864,"market for electricity, high voltage",TG,WAF, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10865,"market for electricity, high voltage",TG,WAF, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10866,"market for electricity, high voltage",TG,WAF, 93 , slanted-roof , single-Si, panel, mounted, on roof
10867,"market for electricity, low voltage",BH,ME, 3 , slanted-roof , CIS, laminated, integrated, on roof
10868,"market for electricity, low voltage",BH,ME, 3 , slanted-roof , CdTe, panel, mounted, on roof
10869,"market for electricity, low voltage",BH,ME, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10870,"market for electricity, low voltage",BH,ME, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10871,"market for electricity, low voltage",BH,ME, 3, facade , multi-Si, laminated, integrated, at building
10872,"market for electricity, low voltage",BH,ME, 3, facade , multi-Si, panel, mounted, at building
10873,"market for electricity, low voltage",BH,ME, 3, facade , single-Si, laminated, integrated, at building
10874,"market for electricity, low voltage",BH,ME, 3, facade , single-Si, panel, mounted, at building
10875,"market for electricity, low voltage",BH,ME, 3, flat-roof , multi-Si, on roof,,
10876,"market for electricity, low voltage",BH,ME, 3, flat-roof , single-Si, on roof,,
10877,"market for electricity, low voltage",BH,ME, 3, slanted-roof , CIS, panel, mounted, on roof
10878,"market for electricity, low voltage",BH,ME, 3, slanted-roof , CdTe, laminated, integrated, on roof
10879,"market for electricity, low voltage",BH,ME, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10880,"market for electricity, low voltage",BH,ME, 3, slanted-roof , multi-Si, panel, mounted, on roof
10881,"market for electricity, low voltage",BH,ME, 3, slanted-roof , single-Si, laminated, integrated, on roof
10882,"market for electricity, low voltage",BH,ME, 3, slanted-roof , single-Si, panel, mounted, on roof
10883,"market for electricity, low voltage",EC,RSAM, 3 , slanted-roof , CIS, laminated, integrated, on roof
10884,"market for electricity, low voltage",EC,RSAM, 3 , slanted-roof , CdTe, panel, mounted, on roof
10885,"market for electricity, low voltage",EC,RSAM, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10886,"market for electricity, low voltage",EC,RSAM, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10887,"market for electricity, low voltage",EC,RSAM, 3, facade , multi-Si, laminated, integrated, at building
10888,"market for electricity, low voltage",EC,RSAM, 3, facade , multi-Si, panel, mounted, at building
10889,"market for electricity, low voltage",EC,RSAM, 3, facade , single-Si, laminated, integrated, at building
10890,"market for electricity, low voltage",EC,RSAM, 3, facade , single-Si, panel, mounted, at building
10891,"market for electricity, low voltage",EC,RSAM, 3, flat-roof , multi-Si, on roof,,
10892,"market for electricity, low voltage",EC,RSAM, 3, flat-roof , single-Si, on roof,,
10893,"market for electricity, low voltage",EC,RSAM, 3, slanted-roof , CIS, panel, mounted, on roof
10894,"market for electricity, low voltage",EC,RSAM, 3, slanted-roof , CdTe, laminated, integrated, on roof
10895,"market for electricity, low voltage",EC,RSAM, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10896,"market for electricity, low voltage",EC,RSAM, 3, slanted-roof , multi-Si, panel, mounted, on roof
10897,"market for electricity, low voltage",EC,RSAM, 3, slanted-roof , single-Si, laminated, integrated, on roof
10898,"market for electricity, low voltage",EC,RSAM, 3, slanted-roof , single-Si, panel, mounted, on roof
10899,"market for electricity, high voltage",BA,CEU, 156 , flat-roof , multi-Si, on roof,,
10900,"market for electricity, high voltage",BA,CEU, 156 , flat-roof , single-Si, on roof,,
10901,"market for electricity, high voltage",BA,CEU, 570 , open ground , CIS, on open ground,,
10902,"market for electricity, high voltage",BA,CEU, 570 , open ground , CdTe, on open ground,,
10903,"market for electricity, high voltage",BA,CEU, 570 , open ground , micro-Si, on open ground,,
10904,"market for electricity, high voltage",BA,CEU, 570 , open ground , multi-Si, on open ground,,
10905,"market for electricity, high voltage",BA,CEU, 570 , open ground , single-Si, on open ground,,
10906,"market for electricity, high voltage",BA,CEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10907,"market for electricity, high voltage",BA,CEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10908,"market for electricity, high voltage",BA,CEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10909,"market for electricity, high voltage",BA,CEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10910,"market for electricity, high voltage",BA,CEU, 156 , flat-roof , multi-Si, on roof,,
10911,"market for electricity, high voltage",BA,CEU, 156 , flat-roof , single-Si, on roof,,
10912,"market for electricity, high voltage",BA,CEU, 570 , open ground , CIS, on open ground,,
10913,"market for electricity, high voltage",BA,CEU, 570 , open ground , CdTe, on open ground,,
10914,"market for electricity, high voltage",BA,CEU, 570 , open ground , micro-Si, on open ground,,
10915,"market for electricity, high voltage",BA,CEU, 570 , open ground , multi-Si, on open ground,,
10916,"market for electricity, high voltage",BA,CEU, 570 , open ground , single-Si, on open ground,,
10917,"market for electricity, high voltage",BA,CEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10918,"market for electricity, high voltage",BA,CEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10919,"market for electricity, high voltage",BA,CEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10920,"market for electricity, high voltage",BA,CEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10921,"market for electricity, low voltage",AU,OCE, 3 , slanted-roof , CIS, laminated, integrated, on roof
10922,"market for electricity, low voltage",AU,OCE, 3 , slanted-roof , CdTe, panel, mounted, on roof
10923,"market for electricity, low voltage",AU,OCE, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10924,"market for electricity, low voltage",AU,OCE, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10925,"market for electricity, low voltage",AU,OCE, 3, facade , multi-Si, laminated, integrated, at building
10926,"market for electricity, low voltage",AU,OCE, 3, facade , multi-Si, panel, mounted, at building
10927,"market for electricity, low voltage",AU,OCE, 3, facade , single-Si, laminated, integrated, at building
10928,"market for electricity, low voltage",AU,OCE, 3, facade , single-Si, panel, mounted, at building
10929,"market for electricity, low voltage",AU,OCE, 3, flat-roof , multi-Si, on roof,,
10930,"market for electricity, low voltage",AU,OCE, 3, flat-roof , single-Si, on roof,,
10931,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , CIS, panel, mounted, on roof
10932,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , CdTe, laminated, integrated, on roof
10933,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10934,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , multi-Si, panel, mounted, on roof
10935,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , single-Si, laminated, integrated, on roof
10936,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , single-Si, panel, mounted, on roof
10937,"market for electricity, low voltage",AU,OCE, 3 , slanted-roof , CIS, laminated, integrated, on roof
10938,"market for electricity, low voltage",AU,OCE, 3 , slanted-roof , CdTe, panel, mounted, on roof
10939,"market for electricity, low voltage",AU,OCE, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10940,"market for electricity, low voltage",AU,OCE, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10941,"market for electricity, low voltage",AU,OCE, 3, facade , multi-Si, laminated, integrated, at building
10942,"market for electricity, low voltage",AU,OCE, 3, facade , multi-Si, panel, mounted, at building
10943,"market for electricity, low voltage",AU,OCE, 3, facade , single-Si, laminated, integrated, at building
10944,"market for electricity, low voltage",AU,OCE, 3, facade , single-Si, panel, mounted, at building
10945,"market for electricity, low voltage",AU,OCE, 3, flat-roof , multi-Si, on roof,,
10946,"market for electricity, low voltage",AU,OCE, 3, flat-roof , single-Si, on roof,,
10947,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , CIS, panel, mounted, on roof
10948,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , CdTe, laminated, integrated, on roof
10949,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10950,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , multi-Si, panel, mounted, on roof
10951,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , single-Si, laminated, integrated, on roof
10952,"market for electricity, low voltage",AU,OCE, 3, slanted-roof , single-Si, panel, mounted, on roof
10953,"market for electricity, low voltage",CA-NF,CAN, 3 , slanted-roof , CIS, laminated, integrated, on roof
10954,"market for electricity, low voltage",CA-NF,CAN, 3 , slanted-roof , CdTe, panel, mounted, on roof
10955,"market for electricity, low voltage",CA-NF,CAN, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10956,"market for electricity, low voltage",CA-NF,CAN, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10957,"market for electricity, low voltage",CA-NF,CAN, 3, facade , multi-Si, laminated, integrated, at building
10958,"market for electricity, low voltage",CA-NF,CAN, 3, facade , multi-Si, panel, mounted, at building
10959,"market for electricity, low voltage",CA-NF,CAN, 3, facade , single-Si, laminated, integrated, at building
10960,"market for electricity, low voltage",CA-NF,CAN, 3, facade , single-Si, panel, mounted, at building
10961,"market for electricity, low voltage",CA-NF,CAN, 3, flat-roof , multi-Si, on roof,,
10962,"market for electricity, low voltage",CA-NF,CAN, 3, flat-roof , single-Si, on roof,,
10963,"market for electricity, low voltage",CA-NF,CAN, 3, slanted-roof , CIS, panel, mounted, on roof
10964,"market for electricity, low voltage",CA-NF,CAN, 3, slanted-roof , CdTe, laminated, integrated, on roof
10965,"market for electricity, low voltage",CA-NF,CAN, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10966,"market for electricity, low voltage",CA-NF,CAN, 3, slanted-roof , multi-Si, panel, mounted, on roof
10967,"market for electricity, low voltage",CA-NF,CAN, 3, slanted-roof , single-Si, laminated, integrated, on roof
10968,"market for electricity, low voltage",CA-NF,CAN, 3, slanted-roof , single-Si, panel, mounted, on roof
10969,"market for electricity, low voltage",US-ASCC,USA, 3 , slanted-roof , CIS, laminated, integrated, on roof
10970,"market for electricity, low voltage",US-ASCC,USA, 3 , slanted-roof , CdTe, panel, mounted, on roof
10971,"market for electricity, low voltage",US-ASCC,USA, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10972,"market for electricity, low voltage",US-ASCC,USA, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10973,"market for electricity, low voltage",US-ASCC,USA, 3, facade , multi-Si, laminated, integrated, at building
10974,"market for electricity, low voltage",US-ASCC,USA, 3, facade , multi-Si, panel, mounted, at building
10975,"market for electricity, low voltage",US-ASCC,USA, 3, facade , single-Si, laminated, integrated, at building
10976,"market for electricity, low voltage",US-ASCC,USA, 3, facade , single-Si, panel, mounted, at building
10977,"market for electricity, low voltage",US-ASCC,USA, 3, flat-roof , multi-Si, on roof,,
10978,"market for electricity, low voltage",US-ASCC,USA, 3, flat-roof , single-Si, on roof,,
10979,"market for electricity, low voltage",US-ASCC,USA, 3, slanted-roof , CIS, panel, mounted, on roof
10980,"market for electricity, low voltage",US-ASCC,USA, 3, slanted-roof , CdTe, laminated, integrated, on roof
10981,"market for electricity, low voltage",US-ASCC,USA, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10982,"market for electricity, low voltage",US-ASCC,USA, 3, slanted-roof , multi-Si, panel, mounted, on roof
10983,"market for electricity, low voltage",US-ASCC,USA, 3, slanted-roof , single-Si, laminated, integrated, on roof
10984,"market for electricity, low voltage",US-ASCC,USA, 3, slanted-roof , single-Si, panel, mounted, on roof
